Contract ID,Plan ID,Organization Type,Plan Type,Offers Part D,SNP Plan,EGHP,Organization Name,Organization Marketing Name,Plan Name,Parent Organization,Contract Effective Date
H9047,35,Local CCP,HMO/HMOPOS,No,No,No,PROVIDENCE HEALTH ASSURANCE,Providence Health Assurance,Providence Medicare Choice (HMO-POS),Providence Health & Services,12/1/1985 0:00
H9047,37,Local CCP,HMO/HMOPOS,Yes,No,No,PROVIDENCE HEALTH ASSURANCE,Providence Health Assurance,Providence Medicare Prime + RX (HMO-POS),Providence Health & Services,12/1/1985 0:00
H9047,38,Local CCP,HMO/HMOPOS,Yes,No,No,PROVIDENCE HEALTH ASSURANCE,Providence Health Assurance,Providence Medicare Latitude + RX (HMO-POS),Providence Health & Services,12/1/1985 0:00
H9047,39,Local CCP,HMO/HMOPOS,Yes,No,No,PROVIDENCE HEALTH ASSURANCE,Providence Health Assurance,Providence Medicare Compass + RX (HMO-POS),Providence Health & Services,12/1/1985 0:00
H9047,43,Local CCP,HMO/HMOPOS,Yes,Yes,No,PROVIDENCE HEALTH ASSURANCE,Providence Health Assurance,Providence Medicare Dual Plus (HMO SNP),Providence Health & Services,12/1/1985 0:00
H9047,45,Local CCP,HMO/HMOPOS,Yes,No,No,PROVIDENCE HEALTH ASSURANCE,Providence Health Assurance,Providence Medicare Enrich + RX (HMO),Providence Health & Services,12/1/1985 0:00
H9047,47,Local CCP,HMO/HMOPOS,Yes,No,No,PROVIDENCE HEALTH ASSURANCE,Providence Health Assurance,Providence Medicare Summit + RX (HMO-POS),Providence Health & Services,12/1/1985 0:00
H9047,49,Local CCP,HMO/HMOPOS,Yes,No,No,PROVIDENCE HEALTH ASSURANCE,Providence Health Assurance,Providence Medicare Harbor + RX (HMO),Providence Health & Services,12/1/1985 0:00
H9047,801,Local CCP,HMO/HMOPOS,No,No,Yes,PROVIDENCE HEALTH ASSURANCE,Providence Health Assurance,Providence Medicare Align Group Plan (HMO),Providence Health & Services,12/1/1985 0:00
H9047,804,Local CCP,HMO/HMOPOS,Yes,No,Yes,PROVIDENCE HEALTH ASSURANCE,Providence Health Assurance,Providence Medicare Align Group Plan + RX (HMO),Providence Health & Services,12/1/1985 0:00
H9047,805,Local CCP,HMO/HMOPOS,Yes,No,Yes,PROVIDENCE HEALTH ASSURANCE,Providence Health Assurance,Providence Medicare Flex Group Plan + RX (HMO-POS),Providence Health & Services,12/1/1985 0:00
H9047,808,Local CCP,HMO/HMOPOS,Yes,No,Yes,PROVIDENCE HEALTH ASSURANCE,Providence Health Assurance,Providence Medicare Align Group Plan + RX (HMO),Providence Health & Services,12/1/1985 0:00
H9047,809,Local CCP,HMO/HMOPOS,Yes,No,Yes,PROVIDENCE HEALTH ASSURANCE,Providence Health Assurance,Providence Medicare Flex Group Plan + RX (HMO-POS),Providence Health & Services,12/1/1985 0:00
H9068,1,National PACE,National PACE,Yes,No,No,ALBRIGHT CARE SERVICES,ALBRIGHT CARE SERVICES,Albright LIFE (PACE),Albright Care Services,1/1/2012 0:00
H9068,2,National PACE,National PACE,Yes,No,No,ALBRIGHT CARE SERVICES,ALBRIGHT CARE SERVICES,Albright LIFE Medicare Only (PACE),Albright Care Services,1/1/2012 0:00
H9082,7,Local CCP,HMO/HMOPOS,Yes,Yes,No,"MOLINA HEALTHCARE OF NEW MEXICO, INC.","Molina Healthcare of New Mexico, Inc.",Molina Medicare Options Plus (HMO SNP),"Molina Healthcare, Inc.,",1/1/2008 0:00
H9082,8,Local CCP,HMO/HMOPOS,Yes,No,No,"MOLINA HEALTHCARE OF NEW MEXICO, INC.","Molina Healthcare of New Mexico, Inc.",Molina Medicare Options (HMO),"Molina Healthcare, Inc.,",1/1/2008 0:00
H9096,1,Local CCP,HMO/HMOPOS,Yes,No,No,"DEAN HEALTH PLAN, INC.","Dean Advantage, Prevea360 Medicare Advantage",Dean Advantage Assurance (HMO),SSM Healthcare Corporation,1/1/2016 0:00
H9096,2,Local CCP,HMO/HMOPOS,Yes,No,No,"DEAN HEALTH PLAN, INC.","Dean Advantage, Prevea360 Medicare Advantage",Dean Advantage Balance (HMO),SSM Healthcare Corporation,1/1/2016 0:00
H9096,3,Local CCP,HMO/HMOPOS,Yes,No,No,"DEAN HEALTH PLAN, INC.","Dean Advantage, Prevea360 Medicare Advantage",Dean Advantage Confidence (HMO-POS),SSM Healthcare Corporation,1/1/2016 0:00
H9096,4,Local CCP,HMO/HMOPOS,Yes,No,No,"DEAN HEALTH PLAN, INC.","Dean Advantage, Prevea360 Medicare Advantage",Dean Advantage Essential (HMO),SSM Healthcare Corporation,1/1/2016 0:00
H9096,5,Local CCP,HMO/HMOPOS,Yes,No,No,"DEAN HEALTH PLAN, INC.","Dean Advantage, Prevea360 Medicare Advantage",Dean Advantage Gold Complete (HMO),SSM Healthcare Corporation,1/1/2016 0:00
H9096,801,Local CCP,HMO/HMOPOS,Yes,No,Yes,"DEAN HEALTH PLAN, INC.","Dean Advantage, Prevea360 Medicare Advantage",Dean Advantage - EGWP MAPD CY (HMO),SSM Healthcare Corporation,1/1/2016 0:00
H9096,802,Local CCP,HMO/HMOPOS,Yes,No,Yes,"DEAN HEALTH PLAN, INC.","Dean Advantage, Prevea360 Medicare Advantage",Dean Advantage - EGWP MAPD Non CY (HMO),SSM Healthcare Corporation,1/1/2016 0:00
H9096,803,Local CCP,HMO/HMOPOS,No,No,Yes,"DEAN HEALTH PLAN, INC.","Dean Advantage, Prevea360 Medicare Advantage",Dean Advantage - EGWP MA only (HMO),SSM Healthcare Corporation,1/1/2016 0:00
H9096,804,Local CCP,HMO/HMOPOS,Yes,No,Yes,"DEAN HEALTH PLAN, INC.","Dean Advantage, Prevea360 Medicare Advantage",Dean Advantage EGWP CY HMOPOS (HMO-POS),SSM Healthcare Corporation,1/1/2016 0:00
H9096,805,Local CCP,HMO/HMOPOS,Yes,No,Yes,"DEAN HEALTH PLAN, INC.","Dean Advantage, Prevea360 Medicare Advantage",Dean Advantage EGWP Non CY HMOPOS (HMO-POS),SSM Healthcare Corporation,1/1/2016 0:00
H9096,806,Local CCP,HMO/HMOPOS,No,No,Yes,"DEAN HEALTH PLAN, INC.","Dean Advantage, Prevea360 Medicare Advantage",Dean Advantage EGWP MA Only HMOPOS (HMO-POS),SSM Healthcare Corporation,1/1/2016 0:00
H9104,6,Local CCP,HMO/HMOPOS,Yes,Yes,No,SCAN HEALTH PLAN,SCAN Health Plan,SCAN Healthy at Home (HMO SNP),SCAN Health Plan,3/1/1985 0:00
H9115,1,Demo,Medicare-Medicaid Plan HMO/HMOPOS,Yes,No,No,"METROPLUS HEALTH PLAN, INC.",MetroPlus FIDA,MetroPlus FIDA (Medicare-Medicaid Plan),New York City Health and Hospitals Corporation,1/1/2015 0:00
H9153,1,Local CCP,HMO/HMOPOS,Yes,Yes,No,"WEST VIRGINIA SENIOR ADVANTAGE, INC.",West Virginia Senior Advantage (HMO SNP),WV Senior Advantage (HMO SNP),"Stonerise Senior Advantage Holdings, LLC",1/1/2017 0:00
H9185,1,National PACE,National PACE,Yes,No,No,"A&D CHARITABLE FOUNDATION, INC.",Great Lakes PACE,Great Lakes PACE - Dual Eligible (PACE),"A&D Charitable Foundation, Inc.",5/1/2015 0:00
H9185,2,National PACE,National PACE,Yes,No,No,"A&D CHARITABLE FOUNDATION, INC.",Great Lakes PACE,Great Lakes PACE (PACE),"A&D Charitable Foundation, Inc.",5/1/2015 0:00
H9190,1,Local CCP,HMO/HMOPOS,Yes,Yes,No,"GATEWAY HEALTH PLAN OF OHIO, INC.",Gateway Health Medicare Assured,Gateway Health Medicare Assured Diamond (HMO SNP),"Gateway Health Plan, LP",1/1/2014 0:00
H9190,2,Local CCP,HMO/HMOPOS,Yes,Yes,No,"GATEWAY HEALTH PLAN OF OHIO, INC.",Gateway Health Medicare Assured,Gateway Health Medicare Assured Ruby (HMO SNP),"Gateway Health Plan, LP",1/1/2014 0:00
H9190,6,Local CCP,HMO/HMOPOS,Yes,No,No,"GATEWAY HEALTH PLAN OF OHIO, INC.",Gateway Health Medicare Assured,Gateway Health Medicare Assured Prime (HMO),"Gateway Health Plan, LP",1/1/2014 0:00
H9190,7,Local CCP,HMO/HMOPOS,Yes,Yes,No,"GATEWAY HEALTH PLAN OF OHIO, INC.",Gateway Health Medicare Assured,Gateway Health Medicare Assured Diamond (HMO SNP),"Gateway Health Plan, LP",1/1/2014 0:00
H9190,8,Local CCP,HMO/HMOPOS,Yes,Yes,No,"GATEWAY HEALTH PLAN OF OHIO, INC.",Gateway Health Medicare Assured,Gateway Health Medicare Assured Ruby (HMO SNP),"Gateway Health Plan, LP",1/1/2014 0:00
H9190,12,Local CCP,HMO/HMOPOS,Yes,No,No,"GATEWAY HEALTH PLAN OF OHIO, INC.",Gateway Health Medicare Assured,Gateway Health Medicare Assured Prime (HMO),"Gateway Health Plan, LP",1/1/2014 0:00
H9190,13,Local CCP,HMO/HMOPOS,Yes,Yes,No,"GATEWAY HEALTH PLAN OF OHIO, INC.",Gateway Health Medicare Assured,Gateway Health Medicare Assured Diamond (HMO SNP),"Gateway Health Plan, LP",1/1/2014 0:00
H9190,14,Local CCP,HMO/HMOPOS,Yes,Yes,No,"GATEWAY HEALTH PLAN OF OHIO, INC.",Gateway Health Medicare Assured,Gateway Health Medicare Assured Ruby (HMO SNP),"Gateway Health Plan, LP",1/1/2014 0:00
H9190,18,Local CCP,HMO/HMOPOS,Yes,No,No,"GATEWAY HEALTH PLAN OF OHIO, INC.",Gateway Health Medicare Assured,Gateway Health Medicare Assured Prime (HMO),"Gateway Health Plan, LP",1/1/2014 0:00
H9190,19,Local CCP,HMO/HMOPOS,Yes,No,No,"GATEWAY HEALTH PLAN OF OHIO, INC.",Gateway Health Medicare Assured,Gateway Health Medicare Assured Select (HMO),"Gateway Health Plan, LP",1/1/2014 0:00
H9190,20,Local CCP,HMO/HMOPOS,Yes,No,No,"GATEWAY HEALTH PLAN OF OHIO, INC.",Gateway Health Medicare Assured,Gateway Health Medicare Assured Select (HMO),"Gateway Health Plan, LP",1/1/2014 0:00
H9190,21,Local CCP,HMO/HMOPOS,Yes,No,No,"GATEWAY HEALTH PLAN OF OHIO, INC.",Gateway Health Medicare Assured,Gateway Health Medicare Assured Select (HMO),"Gateway Health Plan, LP",1/1/2014 0:00
H9190,801,Local CCP,HMO/HMOPOS,Yes,No,Yes,"GATEWAY HEALTH PLAN OF OHIO, INC.",Gateway Health Medicare Assured,Gateway Health Medicare Assured Flex (HMO),"Gateway Health Plan, LP",1/1/2014 0:00
H9190,802,Local CCP,HMO/HMOPOS,Yes,No,Yes,"GATEWAY HEALTH PLAN OF OHIO, INC.",Gateway Health Medicare Assured,Gateway Health Medicare Assured Flex (HMO),"Gateway Health Plan, LP",1/1/2014 0:00
H9207,1,Local CCP,HMO/HMOPOS,No,No,No,"HEALTH PARTNERS PLANS, INC.",Health Partners Medicare,Health Partners Medicare Basic (HMO),"Health Partners Plans, Inc.",1/1/2014 0:00
H9207,2,Local CCP,HMO/HMOPOS,Yes,No,No,"HEALTH PARTNERS PLANS, INC.",Health Partners Medicare,Health Partners Medicare Prime (HMO),"Health Partners Plans, Inc.",1/1/2014 0:00
H9207,4,Local CCP,HMO/HMOPOS,Yes,Yes,No,"HEALTH PARTNERS PLANS, INC.",Health Partners Medicare,Health Partners Medicare Special (HMO SNP),"Health Partners Plans, Inc.",1/1/2014 0:00
H9207,5,Local CCP,HMO/HMOPOS,Yes,No,No,"HEALTH PARTNERS PLANS, INC.",Health Partners Medicare,Health Partners Medicare Prime (HMO),"Health Partners Plans, Inc.",1/1/2014 0:00
H9207,7,Local CCP,HMO/HMOPOS,Yes,No,No,"HEALTH PARTNERS PLANS, INC.",Health Partners Medicare,Health Partners Medicare Value (HMO),"Health Partners Plans, Inc.",1/1/2014 0:00
H9207,8,Local CCP,HMO/HMOPOS,Yes,No,No,"HEALTH PARTNERS PLANS, INC.",Health Partners Medicare,Health Partners Medicare Value (HMO),"Health Partners Plans, Inc.",1/1/2014 0:00
H9207,9,Local CCP,HMO/HMOPOS,Yes,No,No,"HEALTH PARTNERS PLANS, INC.",Health Partners Medicare,Health Partners Medicare Value (HMO),"Health Partners Plans, Inc.",1/1/2014 0:00
H9207,10,Local CCP,HMO/HMOPOS,Yes,No,No,"HEALTH PARTNERS PLANS, INC.",Health Partners Medicare,Health Partners Medicare Prime (HMO),"Health Partners Plans, Inc.",1/1/2014 0:00
H9208,1,Local CCP,HMO/HMOPOS,Yes,No,No,RIVERLINK HEALTH,RiverLink Health,Classic Plus Rx (HMO),Catholic Health Initiatives,1/1/2015 0:00
H9208,2,Local CCP,HMO/HMOPOS,Yes,No,No,RIVERLINK HEALTH,RiverLink Health,Classic Plus Rx - N Kentucky (HMO),Catholic Health Initiatives,1/1/2015 0:00
H9266,1,National PACE,National PACE,Yes,No,No,"PIEDMONT HEALTH SERVICES, INC.",Piedmont Health SeniorCare,Piedmont Health SeniorCare - Dual (PACE),"PIEDMONT HEALTH SERVICES, INC.",10/1/2008 0:00
H9266,3,National PACE,National PACE,Yes,No,No,"PIEDMONT HEALTH SERVICES, INC.",Piedmont Health SeniorCare,Piedmont Health SeniorCare - Medicare-only (PACE),"PIEDMONT HEALTH SERVICES, INC.",10/1/2008 0:00
H9276,1,Local CCP,HMO/HMOPOS,Yes,No,No,"SUNSHINE HEALTH COMMUNITY SOLUTIONS, INC.",Allwell,Allwell Medicare (HMO),Centene Corporation,1/1/2017 0:00
H9276,2,Local CCP,HMO/HMOPOS,Yes,No,No,"SUNSHINE HEALTH COMMUNITY SOLUTIONS, INC.",Allwell,Allwell Medicare Premier (HMO),Centene Corporation,1/1/2017 0:00
H9276,3,Local CCP,HMO/HMOPOS,Yes,No,No,"SUNSHINE HEALTH COMMUNITY SOLUTIONS, INC.",Allwell,Allwell Medicare (HMO),Centene Corporation,1/1/2017 0:00
H9276,4,Local CCP,HMO/HMOPOS,Yes,No,No,"SUNSHINE HEALTH COMMUNITY SOLUTIONS, INC.",Allwell,Allwell Medicare (HMO),Centene Corporation,1/1/2017 0:00
H9276,5,Local CCP,HMO/HMOPOS,Yes,No,No,"SUNSHINE HEALTH COMMUNITY SOLUTIONS, INC.",Allwell,Allwell Medicare Premier (HMO),Centene Corporation,1/1/2017 0:00
H9276,6,Local CCP,HMO/HMOPOS,Yes,No,No,"SUNSHINE HEALTH COMMUNITY SOLUTIONS, INC.",Allwell,Allwell Medicare (HMO),Centene Corporation,1/1/2017 0:00
H9276,7,Local CCP,HMO/HMOPOS,Yes,No,No,"SUNSHINE HEALTH COMMUNITY SOLUTIONS, INC.",Allwell,Allwell Medicare Premier (HMO),Centene Corporation,1/1/2017 0:00
H9276,8,Local CCP,HMO/HMOPOS,Yes,No,No,"SUNSHINE HEALTH COMMUNITY SOLUTIONS, INC.",Allwell,Allwell Medicare (HMO),Centene Corporation,1/1/2017 0:00
H9276,9,Local CCP,HMO/HMOPOS,Yes,No,No,"SUNSHINE HEALTH COMMUNITY SOLUTIONS, INC.",Allwell,Allwell Medicare Premier (HMO),Centene Corporation,1/1/2017 0:00
H9276,10,Local CCP,HMO/HMOPOS,Yes,No,No,"SUNSHINE HEALTH COMMUNITY SOLUTIONS, INC.",Allwell,Allwell Medicare (HMO),Centene Corporation,1/1/2017 0:00
H9276,11,Local CCP,HMO/HMOPOS,Yes,No,No,"SUNSHINE HEALTH COMMUNITY SOLUTIONS, INC.",Allwell,Allwell Medicare Premier (HMO),Centene Corporation,1/1/2017 0:00
H9276,12,Local CCP,HMO/HMOPOS,Yes,No,No,"SUNSHINE HEALTH COMMUNITY SOLUTIONS, INC.",Allwell,Allwell Medicare (HMO),Centene Corporation,1/1/2017 0:00
H9276,13,Local CCP,HMO/HMOPOS,Yes,No,No,"SUNSHINE HEALTH COMMUNITY SOLUTIONS, INC.",Allwell,Allwell Medicare Premier (HMO),Centene Corporation,1/1/2017 0:00
H9287,1,Local CCP,HMO/HMOPOS,Yes,No,No,"HEALTH NET COMMUNITY SOLUTIONS OF ARIZONA, INC.",Allwell,Allwell Medicare Premier (HMO),Centene Corporation,1/1/2017 0:00
H9287,4,Local CCP,HMO/HMOPOS,Yes,No,No,"HEALTH NET COMMUNITY SOLUTIONS OF ARIZONA, INC.",Allwell,Allwell Medicare Essentials I (HMO),Centene Corporation,1/1/2017 0:00
H9302,3,Local CCP,HMO/HMOPOS,Yes,No,No,PREMERA BLUE CROSS,Premera Blue Cross Medicare Advantage,Soundpath Health Charter + Rx (HMO),Premera,1/1/2008 0:00
H9302,4,Local CCP,HMO/HMOPOS,No,No,No,PREMERA BLUE CROSS,Premera Blue Cross Medicare Advantage,Soundpath Health Alpine (HMO),Premera,1/1/2008 0:00
H9302,7,Local CCP,HMO/HMOPOS,Yes,No,No,PREMERA BLUE CROSS,Premera Blue Cross Medicare Advantage,Soundpath Health Sound + Rx (HMO),Premera,1/1/2008 0:00
H9302,11,Local CCP,HMO/HMOPOS,Yes,No,No,PREMERA BLUE CROSS,Premera Blue Cross Medicare Advantage,Soundpath Health Peak + Rx (HMO),Premera,1/1/2008 0:00
H9302,801,Local CCP,HMO/HMOPOS,Yes,No,Yes,PREMERA BLUE CROSS,Premera Blue Cross Medicare Advantage,Soundpath Health + Rx (HMO),Premera,1/1/2008 0:00
H9312,1,Local CCP,Local PPO,Yes,Yes,No,FRESENIUS HEALTH PLANS INSURANCE COMPANY,Fresenius Health Plans,Fresenius Total Health (PPO SNP),Fresenius Medicare Care AG & Co. KGaA,1/1/2016 0:00
H9312,2,Local CCP,Local PPO,Yes,Yes,No,FRESENIUS HEALTH PLANS INSURANCE COMPANY,Fresenius Health Plans,Fresenius Total Health (PPO SNP),Fresenius Medicare Care AG & Co. KGaA,1/1/2016 0:00
H9323,1,National PACE,National PACE,Yes,No,No,"ACUTE CARE HEALTH SYSTEM, LLC",Beacon of LIFE,"Beacon Health and Social Services, Inc (PACE)","Acute Care Health System, LLC",10/1/2015 0:00
H9323,2,National PACE,National PACE,Yes,No,No,"ACUTE CARE HEALTH SYSTEM, LLC",Beacon of LIFE,"Beacon Health and Social Services, Inc (PACE)","Acute Care Health System, LLC",10/1/2015 0:00
H9345,1,Demo,Medicare-Medicaid Plan HMO/HMOPOS,Yes,No,No,VILLAGE SENIOR SERVICES CORPORATION,VillageCareMAX Full Advantage FIDA,VillageCareMAX Full Advantage FIDA (Medicare-Medicaid Plan),"Village Care of New York, Inc.",1/1/2015 0:00
H9403,1,Local CCP,HMO/HMOPOS,Yes,Yes,No,"EON HEALTH, INC. (SC)",Eon Health,EON DELUXE (HMO SNP),"Eon Health Plan, LLC",1/1/2017 0:00
H9403,3,Local CCP,HMO/HMOPOS,Yes,Yes,No,"EON HEALTH, INC. (SC)",Eon Health,EON SILVER (HMO SNP),"Eon Health Plan, LLC",1/1/2017 0:00
H9403,4,Local CCP,HMO/HMOPOS,Yes,No,No,"EON HEALTH, INC. (SC)",Eon Health,EON SELECT (HMO),"Eon Health Plan, LLC",1/1/2017 0:00
H9408,1,Local CCP,Local PPO,Yes,No,No,"VIBRA HEALTH PLAN, INC.",Vibra Health Plan,Vibra Health Plan Essential Coverage (PPO),Capital BlueCross,1/1/2017 0:00
H9408,2,Local CCP,Local PPO,Yes,No,No,"VIBRA HEALTH PLAN, INC.",Vibra Health Plan,Vibra Health Plan Enhanced Coverage (PPO),Capital BlueCross,1/1/2017 0:00
H9408,801,Local CCP,Local PPO,Yes,No,Yes,"VIBRA HEALTH PLAN, INC.",Vibra Health Plan,Vibra Health Plan Employer Group Coverage CY MAPD (PPO),Capital BlueCross,1/1/2017 0:00
H9408,802,Local CCP,Local PPO,Yes,No,Yes,"VIBRA HEALTH PLAN, INC.",Vibra Health Plan,Vibra Health Plan Employer Group Coverage FY MAPD (PPO),Capital BlueCross,1/1/2017 0:00
H9408,803,Local CCP,Local PPO,No,No,Yes,"VIBRA HEALTH PLAN, INC.",Vibra Health Plan,Vibra Health Plan Employer Group Coverage CY MA (PPO),Capital BlueCross,1/1/2017 0:00
H9408,804,Local CCP,Local PPO,No,No,Yes,"VIBRA HEALTH PLAN, INC.",Vibra Health Plan,Vibra Health Plan Employer Group Coverage FY MA (PPO),Capital BlueCross,1/1/2017 0:00
H9412,803,Local CCP,Local PPO,Yes,No,Yes,"GEISINGER QUALITY OPTIONS, INC.",Geisinger Gold,Geisinger Gold Preferred Rx (PPO) EGWP NJ (PPO),Geisinger Health System,1/1/2013 0:00
H9438,1,National PACE,National PACE,Yes,No,No,"BLUESTEM PACE, INC.",Bluestem PACE,Bluestem PACE (PACE),"Bluestem Communities, Inc.",8/1/2016 0:00
H9438,2,National PACE,National PACE,Yes,No,No,"BLUESTEM PACE, INC.",Bluestem PACE,Bluestem PACE (PACE),"Bluestem Communities, Inc.",8/1/2016 0:00
H9460,1,Local CCP,HMO/HMOPOS,Yes,No,No,"CIGNA HEALTHCARE OF ST LOUIS, INC.",Cigna-HealthSpring,Cigna-HealthSpring Preferred (HMO),CIGNA,1/1/2016 0:00
H9460,2,Local CCP,HMO/HMOPOS,No,No,No,"CIGNA HEALTHCARE OF ST LOUIS, INC.",Cigna-HealthSpring,Cigna-HealthSpring Advantage (HMO),CIGNA,1/1/2016 0:00
H9487,1,Demo,Medicare-Medicaid Plan HMO/HMOPOS,Yes,No,No,"MICHIGAN COMPLETE HEALTH, INC.",Michigan Complete Health,Michigan Complete Health (Medicare-Medicaid Plan),Centene Corporation,5/1/2015 0:00
H9525,3,Local CCP,HMO/HMOPOS,Yes,Yes,No,COMPCARE HEALTH SERVICES INSURANCE CORPORATION,Anthem Blue Cross and Blue Shield,Anthem MediBlue Dual Advantage (HMO SNP),Anthem Inc.,1/1/2013 0:00
H9525,4,Local CCP,HMO/HMOPOS,Yes,No,No,COMPCARE HEALTH SERVICES INSURANCE CORPORATION,Anthem Blue Cross and Blue Shield,Anthem MediBlue Plus (HMO),Anthem Inc.,1/1/2013 0:00
H9525,6,Local CCP,HMO/HMOPOS,Yes,No,No,COMPCARE HEALTH SERVICES INSURANCE CORPORATION,Anthem Blue Cross and Blue Shield,Anthem MediBlue Plus (HMO),Anthem Inc.,1/1/2013 0:00
H9525,7,Local CCP,HMO/HMOPOS,Yes,Yes,No,COMPCARE HEALTH SERVICES INSURANCE CORPORATION,Anthem Blue Cross and Blue Shield,Anthem MediBlue Dual Advantage (HMO SNP),Anthem Inc.,1/1/2013 0:00
H9525,8,Local CCP,HMO/HMOPOS,Yes,No,No,COMPCARE HEALTH SERVICES INSURANCE CORPORATION,Anthem Blue Cross and Blue Shield,Anthem MediBlue Plus (HMO),Anthem Inc.,1/1/2013 0:00
H9525,801,Local CCP,HMO/HMOPOS,Yes,No,Yes,COMPCARE HEALTH SERVICES INSURANCE CORPORATION,Anthem Blue Cross and Blue Shield,Anthem MediBlue (HMO),Anthem Inc.,1/1/2013 0:00
H9525,802,Local CCP,HMO/HMOPOS,No,No,Yes,COMPCARE HEALTH SERVICES INSURANCE CORPORATION,Anthem Blue Cross and Blue Shield,Anthem MediBlue (HMO),Anthem Inc.,1/1/2013 0:00
H9525,803,Local CCP,HMO/HMOPOS,Yes,No,Yes,COMPCARE HEALTH SERVICES INSURANCE CORPORATION,Anthem Blue Cross and Blue Shield,Anthem MediBlue (HMO-POS),Anthem Inc.,1/1/2013 0:00
H9525,804,Local CCP,HMO/HMOPOS,Yes,No,Yes,COMPCARE HEALTH SERVICES INSURANCE CORPORATION,Anthem Blue Cross and Blue Shield,Anthem Senior Advantage (HMO),Anthem Inc.,1/1/2013 0:00
H9525,805,Local CCP,HMO/HMOPOS,No,No,Yes,COMPCARE HEALTH SERVICES INSURANCE CORPORATION,Anthem Blue Cross and Blue Shield,Anthem Senior Advantage (HMO),Anthem Inc.,1/1/2013 0:00
H9525,806,Local CCP,HMO/HMOPOS,Yes,No,Yes,COMPCARE HEALTH SERVICES INSURANCE CORPORATION,Anthem Blue Cross and Blue Shield,Anthem Senior Advantage (HMO-POS),Anthem Inc.,1/1/2013 0:00
H9572,1,Local CCP,Local PPO,Yes,No,No,BCBS OF MICHIGAN MUTUAL INSURANCE COMPANY,Blue Cross Blue Shield of Michigan,Medicare Plus Blue PPO Signature (PPO),Blue Cross Blue Shield of Michigan Mutual Insuranc,1/1/2010 0:00
H9572,2,Local CCP,Local PPO,Yes,No,No,BCBS OF MICHIGAN MUTUAL INSURANCE COMPANY,Blue Cross Blue Shield of Michigan,Medicare Plus Blue PPO Vitality (PPO),Blue Cross Blue Shield of Michigan Mutual Insuranc,1/1/2010 0:00
H9572,3,Local CCP,Local PPO,Yes,No,No,BCBS OF MICHIGAN MUTUAL INSURANCE COMPANY,Blue Cross Blue Shield of Michigan,Medicare Plus Blue PPO Assure (PPO),Blue Cross Blue Shield of Michigan Mutual Insuranc,1/1/2010 0:00
H9572,4,Local CCP,Local PPO,Yes,No,No,BCBS OF MICHIGAN MUTUAL INSURANCE COMPANY,Blue Cross Blue Shield of Michigan,Medicare Plus Blue PPO Essential (PPO),Blue Cross Blue Shield of Michigan Mutual Insuranc,1/1/2010 0:00
H9572,801,Local CCP,Local PPO,Yes,No,Yes,BCBS OF MICHIGAN MUTUAL INSURANCE COMPANY,Blue Cross Blue Shield of Michigan,Medicare Plus Blue PPO Employer Rx CY (PPO),Blue Cross Blue Shield of Michigan Mutual Insuranc,1/1/2010 0:00
H9572,802,Local CCP,Local PPO,No,No,Yes,BCBS OF MICHIGAN MUTUAL INSURANCE COMPANY,Blue Cross Blue Shield of Michigan,Medicare Plus Blue PPO Employer CY (PPO),Blue Cross Blue Shield of Michigan Mutual Insuranc,1/1/2010 0:00
H9572,803,Local CCP,Local PPO,Yes,No,Yes,BCBS OF MICHIGAN MUTUAL INSURANCE COMPANY,Blue Cross Blue Shield of Michigan,Medicare Plus Blue PPO Employer Rx non-CY (PPO),Blue Cross Blue Shield of Michigan Mutual Insuranc,1/1/2010 0:00
H9572,804,Local CCP,Local PPO,No,No,Yes,BCBS OF MICHIGAN MUTUAL INSURANCE COMPANY,Blue Cross Blue Shield of Michigan,Medicare Plus Blue PPO Employer non-CY (PPO),Blue Cross Blue Shield of Michigan Mutual Insuranc,1/1/2010 0:00
H9572,805,Local CCP,Local PPO,No,No,Yes,BCBS OF MICHIGAN MUTUAL INSURANCE COMPANY,Blue Cross Blue Shield of Michigan,Medicare Plus Blue PPO Employer CY ASC (PPO),Blue Cross Blue Shield of Michigan Mutual Insuranc,1/1/2010 0:00
H9576,1,Demo,Medicare-Medicaid Plan HMO/HMOPOS,Yes,No,No,NEIGHBORHOOD HEALTH PLAN OF RHODE ISLAND,NEIGHBORHOOD HEALTH PLAN OF RHODE ISLAND,Neighborhood INTEGRITY (Medicare-Medicaid Plan),NEIGHBORHOOD HEALTH PLAN OF RHODE ISLAND,7/1/2016 0:00
H9585,1,Local CCP,HMO/HMOPOS,Yes,Yes,No,"BOSTON MEDICAL CENTER HEALTH PLAN, INC.",BMC HealthNet Plan Senior Care Options,BMC HealthNet Plan Senior Care Options (HMO SNP),"BMC Health System, Inc.",1/1/2016 0:00
H9589,1,Local CCP,Local PPO,Yes,Yes,No,"EON HEALTH, INC. (GA)",Eon Health,EON GOLD (PPO SNP),"Eon Health Plan, LLC",1/1/2017 0:00
H9589,3,Local CCP,Local PPO,Yes,No,No,"EON HEALTH, INC. (GA)",Eon Health,EON CHOICE (PPO),"Eon Health Plan, LLC",1/1/2017 0:00
H9592,1,National PACE,National PACE,Yes,No,No,"INNOVATIVE INTEGRATED HEALTH, INC.",Fresno PACE,Fresno PACE (PACE),"Innovative Integrated Health, Inc.",8/1/2014 0:00
